"id"	"VerbLoc"	"LocID"	"Lat"	"Long"	"LatLongP"	"CoordProto"	"ElevMin"	"ElevMax"	"Country"	"CountryCod"	"Munici"	"Provin"
152	"MANANTIAL AL LADO N. DE SAN MARTIN DE UBIERNA"	"UBIERNAS"	42,50858	-3,71093	0,001	"Georeferenced at site location"	895	895	"SPAIN"		"SAN MARTIN DE UBIERNA"	"BURGOS"
153	"MANANTIAL AL LADO N. DE SAN MARTIN DE UBIERNA"	"UBIERNAS"	42,50858	-3,71093	0,001	"Georeferenced at site location"	895	895	"SPAIN"		"SAN MARTIN DE UBIERNA"	"BURGOS"
154	"CONCHA DE ARTEDO ARTEDO"	"CONCHA"	43,55978	-6,19003	0,001	"Georeferenced at site location"	45	45	"SPAIN"		"CUDILLERO"	"ASTURIAS"
155	"CONCHA DE ARTEDO ARTEDO"	"CONCHA"	43,55978	-6,19003	0,001	"Georeferenced at site location"	45	45	"SPAIN"		"CUDILLERO"	"ASTURIAS"
156	"SMALL RIVER 250 M FROM THE SEA AT CONCHA DE ARTEDO"	"RIARTEDO"	43,562581	-6,194259	0,100	"Nearest locality"	11	11	"SPAIN"		"ARTEDO"	"ASTURIA"
157	"PESIO SANTA ANNA"	"ANNA"	44,31344	7,6789	0,001	"Georeferenced at site location"	603	603	"ITALY"		"CHIUSA DI PESIO"	"CUNEO"
158	" PESIO PAIN DELLE GORRE"	"CHIUPESI"	44,216	7,65983	0,001	"Georeferenced at site location"	999	999	"ITALY"		"CHIUSA DI PESIO"	"CUNEO"
159	"LA FONTAINE AU ROI AUDOUIN"	"FONTROI"	46,03528	-0,464167	0,001	"Georeferenced at site location"	40	40	"FRANCE"		"LA JARRIE AUDOUIN"	"CHARENTE MARITIME"
160	"SOURCE DE LA FONTAINE DES VEUVES SAINT PIERRE DE L ILE"	"FONTVEUV"	46,02028	-0,449167	0,001	"Georeferenced at site location"	29	29	"FRANCE"		"SAINT PIERRE DE L ILE"	"CHARENTE MARITIME"
161	"SOURCE DE LA FONTAINE DES VEUVES SAINT PIERRE DE L ILE"	"FONTVEUV"	46,02028	-0,449167	0,001	"Georeferenced at site location"	29	29	"FRANCE"		"SAINT PIERRE DE L ILE"	"CHARENTE MARITIME"
162	"PUITS D205"	"PUITD"	46,08472	-0,925278	0,001	"Georeferenced at site location"	25	25	"FRANCE"		"LE THOU"	"CHARENTE MARITIME"
163	"RESURGENCE DE SOMPT SOMPT"	"SOMPT"	46,15611	-0,101944	0,001	"Georeferenced at site location"	108	108	"FRANCE"		"SOMPT"	"DEUX SEVRES"
164	"SOURCE MASSONEE D ANDILLE"	"ANDILLE1"	46,4805	0,333587	0,001	"Georeferenced at site location"	98	98	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
165	"FONTAINE LAVOIR D ANDILLE GRIFFON D ANDILLE"	"ANDILLE2"	46,480639	0,333479	0,001	"Georeferenced at site location"	98	98	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
166	"ANGLIN RESURGENCE DE MERIGNY"	"MERIGNY"	46,64083	0,934722	0,001	"Georeferenced at site location"	93	93	"FRANCE"		"MERIGNY"	"INDRE"
167	"ANGLIN RESURGENCE DE MERIGNY"	"MERIGNY"	46,64083	0,934722	0,001	"Georeferenced at site location"	93	93	"FRANCE"		"MERIGNY"	"INDRE"
168	"FONTAINE DE PIPOU"	"FONPIPOU"	45,307608	-0,3264	0,001	"Georeferenced at site location"	91	91	"FRANCE"		"SOUSMOULINS"	"CHARENTE MARITIME"
169	"FONTAINE DU PINQUET"	"FPINQUET"	45,245157	0,43503	0,001	"Georeferenced at site location"	85	85	"FRANCE"		"DOUCHAPT"	"DORDOGNE"
170	"FONT MICHAUD NB SITE 77"	"FTMICHAU"	45,68393	0,264854	0,001	"Georeferenced at site location"	126	126	"FRANCE"		"MORNAC"	"CHARENTE"
171	"NAPPE DE LA GROTTE PAMPIN"	"PAMPINGR"	45,753321	-0,778902	0,001	"Georeferenced at site location"	24	24	"FRANCE"		"NIEUL LES SAINTES"	"CHARENTE MARITIME"
172	"SOURCE DE LA GROTTE DE LA VAUZELLE NB SITE 72"	"VAUZELLE"	45,825502	-0,786434	0,001	"Georeferenced at site location"	22	22	"FRANCE"		"SAINT PORCHAIRE"	"CHARENTE MARITIME"
173	"SOURCE DU POUE QUI BOUILLE NB SITE 90"	"SCBOUILL"	46,392298	-0,698674	0,001	"Georeferenced at site location"	5	5	"FRANCE"		"BOUILLE COURDAULT"	"VENDEE"
174	"PUITS DE LA RUE DES ASSISES"	"ASSISESP"	46,30505	-0,995304	0,001	"Georeferenced at site location"	12	12	"FRANCE"		"MARANS"	"CHARENTE MARITIME"
175	"FONTAINE DE TUSSON NB SITE 75"	"SCTUSSON"	45,930812	0,06832	0,001	"Georeferenced at site location"	115	115	"FRANCE"		"TUSSON"	"CHARENTE"
176	"PUITS SUREAU"	"PTSUREAU"	46,120803	0,104957	0,001	"Georeferenced at site location"	129	129	"FRANCE"		"SAUZE VAUSSAIS"	"DEUX SEVRES"
177	"FONTAINE SOUTERRAINE D AIRVAULT NB SITE 52"	"FTAIRVAU"	46,826783	-0,138407	0,001	"Georeferenced at site location"	101	101	"FRANCE"		"AIRVAULT"	"DEUX SEVRES"
178	"SOUTERRAIN DE LA FONTAINE SAINT HILAIRE NB SITE 55"	"FTHILAIR"	46,912355	0,698638	0,001	"Georeferenced at site location"	95	95	"FRANCE"		"LEUGNY"	"VIENNE"
179	"GROTTE DU CHATEAU DE CURZAY"	"CHCURZAY"	46,48501	0,053461	0,001	"Georeferenced at site location"	132	132	"FRANCE"		"CURZAY SUR VONNE"	"VIENNE"
180	"FONTAINE DES AQUARIUMS"	"FTAQUARI"	46,482502	0,372928	0,001	"Georeferenced at site location"	113	113	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
181	"PUITS DE LA SOULE"	"PTSSOULE"	46,638303	0,163946	0,001	"Georeferenced at site location"	109	109	"FRANCE"		"VOUILLE"	"VIENNE"
182	"FONTAINE DU CLOS DES ROCHES NB SITE 31"	"CLOSROCH"	46,483254	0,369553	0,001	"Georeferenced at site location"	111	111	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
183	"SOURCE DE FONT MART"	"FONTMART"	46,455267	0,313321	0,001	"Georeferenced at site location"	91	91	"FRANCE"		"ASLONNES"	"VIENNE"
184	"GROTTE DE GABOURET"	"GABOURET"	46,457497	0,165133	0,001	"Georeferenced at site location"	126	126	"FRANCE"		"CLOUE"	"VIENNE"
185	"RIVIERE SOUTERRAINE DE BATAILLE"	"BATAILLE"	46,167891	-0,034574	0,001	"Georeferenced at site location"	159	159	"FRANCE"		"GOURNAY LOIZE"	"DEUX SEVRES"
186	"SOURCE DE PUY RABIER"	"PUYRABIE"	46,342441	0,382391	0,001	"Georeferenced at site location"	117	117	"FRANCE"		"MAGNE"	"VIENNE"
187	"RIVIERE SOUTERRAINE DE GROSBOT"	"GROSBOTG"	46,007724	0,405551	0,001	"Georeferenced at site location"	139	139	"FRANCE"		"CHAMPAGNE MOUTON"	"CHARENTE"
188	"FONTAINE DES AQUARIUMS"	"FTAQUARI"	46,482502	0,372928	0,001	"Georeferenced at site location"	113	113	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
189	"PUITS SUREAU"	"PTSUREAU"	46,120803	0,104957	0,001	"Georeferenced at site location"	129	129	"FRANCE"		"SAUZE VAUSSAIS"	"DEUX SEVRES"
190	"RIVIERE SOUTERRAINE DES BASSES PLANTES"	"BASSEPLA"	46,56998	0,629846	0,001	"Georeferenced at site location"	94	94	"FRANCE"		"CHAUVIGNY"	"VIENNE"
191	"FONTAINE DU CLOS DES ROCHES NB SITE 31"	"CLOSROCH"	46,483254	0,369553	0,001	"Georeferenced at site location"	111	111	"FRANCE"		"ROCHES PREMARIE ANDILLE"	"VIENNE"
192	"SOURCE LES COLLINEAUX"	"COLLINEA"	46,094049	0,282502	0,001	"Georeferenced at site location"	118	118	"FRANCE"		"LIZANT"	"VIENNE"
193	"ANGLIN RESURGENCE DE MERIGNY"	"MERIGNY"	46,64083	0,934722	0,001	"Georeferenced at site location"	93	93	"FRANCE"		"MERIGNY"	"INDRE"
194	"SPRING OF LA GLANE DORDOGNE FRANCE"	"GLANESPR"	45,3321854	0,9445839	0,001	"Georeferenced at site location"	142	142	"FRANCE"		"SAINT JORY LAS BLOUX"	"DORDOGNE"
195	"CAPTAGE DE LAS FONS DORDOGNE FRANCE"	"LASFONSP"	45,36773	0,76001	0,001	"Georeferenced at site location"	127	127	"FRANCE"		"LA CHAPELLE FAUCHER"	"DORDOGNE"
196	"CAVE OF LA VARENNE"	"VARENNCA"	45,472148	0,720818	0,001	"Georeferenced at site location"	137	137	"FRANCE"		"SAINT FRONT LA RIVIERE"	"DORDOGNE"
197	"RIVIERE SOUTERRAINE DE BATAILLE"	"BATAILLE"	46,167891	-0,034574	0,001	"Georeferenced at site location"	159	159	"FRANCE"		"GOURNAY LOIZE"	"DEUX SEVRES"
198	"PUITS GARENNE AU NORD DE L'ILE D'OLERON"	"GARENNE"	46,0304	-1,38221	0,100	"Nearest locality"			"FRANCE"		"SAINT DENIS D OLERON"	"ILE OLERON"
199	"SOURCES DE LA TOUVRE"	"SPTOUVRE"	45,663092	0,254705	0,001	"Georeferenced at site location"	61	61	"FRANCE"		"TOUVRE"	"CHARENTE"
200	"SOURCES DE LA TOUVRE"	"SPTOUVRE"	45,663092	0,254705	0,001	"Georeferenced at site location"	61	61	"FRANCE"		"TOUVRE"	"CHARENTE"
201	"CAVE OXO LATSIDI SITANOS LASITHI"	"CALATSID"	35,122632	26,149598	0,001	"Georeferenced at site location"	682	682	"GREECE"		"SITANOS"	"CRETE"
202	"RISORGIVE ALVEO FIUME CALORE RIVA DESTRA 100 M A MONTE RISORGENZA GROTTA DI CASTELCIVITA"	"CALORESP"	40,49	15,21	0,001	"Georeferenced at site location"	90	90	"ITALY"		"CASTELCIVITA"	"SALERNO"
203	"SPRING OF MESKLA"	"MESKLASP"	35,400157	23,956114	0,001	"Georeferenced at site location"	228	228	"GREECE"		"MESKLA"	"CRETE"
204	"SPRING OF STYLOS NB 2"	"STYLOSS2"	35,434077	24,125927	0,001	"Georeferenced at site location"	22	22	"GREECE"		"STYLOS"	"CRETE"
205	"F. FIORA"	"CKMAP049"	42,64744	11,62274	0,100	"Nearest locality"			"ITALY"		"SOVANA"	"TOSCANA"
206	"F. FIORA (IPORREICO)"	"CKMAP050"	42,64744	11,62274	0,100	"Nearest locality"			"ITALY"		"SOVANA"	"TOSCANA"
207	"FIUME ALBEGNA AU GUE DE MARSILIANA (GROSSETO)"	"CKMAP072"	42,54399	11,33795	0,001	"Georeferenced at site location"	18	18	"ITALY"		"MARSILIANA"	"TOSCANA"
208	"FIUME FARFA"	"CKMAP077"	42,20285	12,63832	0,100	"Nearest locality"			"ITALY"		"PONTE SFONDATO"	"LATIUM"
209	"FONTE ACQUAVIVOLA. MONTE STREGA (SOPRA IL CIMITERO). ISOLA D ELBA"	"CKMAP113"	42,84893	10,40744	0,100	"Nearest locality"			"ITALY"		"RIO NELL ELBA"	"TOSCANA"
210	"FONTE ACQUAVIVOLA. MONTE STREGA (SOPRA IL CIMITERO). ISOLA D ELBA"	"CKMAP113"	42,84893	10,40744	0,100	"Nearest locality"			"ITALY"		"RIO NELL ELBA"	"TOSCANA"
211	"FOSSATO PRESSO PIZZERIA 2001. PORTICCIOLO DI S. GIOVANNI. ISOLA D ELBA"	"CKMAP120"	42,85037	10,28509	0,100	"Nearest locality"	2	2	"ITALY"		"PORTOFERRAIO"	"TOSCANA"
212	"FOSSO DI S. MARTINO. A W DELLA VILLA DI NAPOLEONE. ISOLA D ELBA"	"CKMAP121"	42,85037	10,28509	0,100	"Nearest locality"	76	76	"ITALY"		"PORTOFERRAIO"	"TOSCANA"
213	"POZZO I (INFERIORE) DI ACQUAVIVA. (NEI CAMPI). ISOLA D ELBA"	"CKMAP249"	42,85037	10,28509	0,100	"Nearest locality"			"ITALY"		"PORTOFERRAIO"	"TOSCANA"
214	"POZZO I (SE) STRADA MARINA DI CAMPO LA PILA. ISOLA D ELBA"	"CKMAP250"	42,76034	10,28323	0,100	"Nearest locality"	13	13	"ITALY"		"CAMPO NELL ELBA"	"TOSCANA"
215	"POZZO I DI SCHIOPPARELLO. NEL CASOLARE DI FRONTE ALL AZIENDA VINICOLA. ISOLA D ELBA"	"CKMAP251"	42,85037	10,28509	0,100	"Nearest locality"	10	10	"ITALY"		"PORTOFERRAIO"	"TOSCANA"
216	"POZZO I STRADA PORTOFERRAIO PORTO AZZURRO. TRA CAMPO AI PERI E BIVIO PER LACONA. ISOLA D ELBA"	"CKMAP252"	42,85037	10,28509	0,100	"Nearest locality"			"ITALY"		"PORTOFERRAIO"	"TOSCANA"
217	"POZZO II (NW) STRADA MARINA DI CAMPO LA PILA. ISOLA D ELBA"	"CKMAP253"	42,76034	10,28323	0,100	"Nearest locality"	13	13	"ITALY"		"CAMPO NELL ELBA"	"TOSCANA"
218	"POZZO II DI BONALACCIA. (NEI CAMPI. A S DEL PAESE). ISOLA D ELBA"	"CKMAP254"	42,76034	10,28323	0,100	"Nearest locality"	12	12	"ITALY"		"CAMPO NELL ELBA"	"TOSCANA"
219	"POZZO II DI SCOTTO. NEI CAMPI A E DEL BIVIO PER S. MARTINO. ISOLA D ELBA"	"CKMAP255"	42,85037	10,28509	0,100	"Nearest locality"			"ITALY"		"PORTOFERRAIO"	"TOSCANA"
220	"POZZO III DI BONALACCIA. (NEI CAMPI. 50 M A W DEL POZZO II). ISOLA D ELBA"	"CKMAP257"	42,76034	10,28323	0,100	"Nearest locality"	12	12	"ITALY"		"CAMPO NELL ELBA"	"TOSCANA"
221	"POZZO IV STRADA PORTOFERRAIO P. AZZURRO. PRESSO BIVIO PER BAGNAIA. ISOLA D ELBA"	"CKMAP264"	42,84893	10,40744	0,100	"Nearest locality"	37	37	"ITALY"		"BAGNAIA"	"TOSCANA"
222	"SORGENTE DEI CANALI. A MONTE DEL LAVATOIO DI RIO NELL ELBA. ISOLA D ELBA"	"CKMAP365"	42,84893	10,40744	0,100	"Nearest locality"			"ITALY"		"RIO NELL ELBA"	"TOSCANA"
223	"SORGENTE MAZZOCCOLO"	"CKMAP388"	41,22821	13,62821	0,100	"Nearest locality"			"ITALY"		"FORMIA"	"LATIUM"
224	"FIUME FIORA ANSA PARAFLUVIALE 350 M A S DEL PONTE DELLA S P SOVANA"	"FIORARIV"	42,656962	11,61909	0,001	"Georeferenced at site location"	205	205	"ITALY"		"SORANO"	"GROSSETO"
225	"FIUME ALBEGNA AU GUE DE MARSILIANA (GROSSETO)"	"CKMAP072"	42,54399	11,33795	0,001	"Georeferenced at site location"	18	18	"ITALY"		"MARSILIANA"	"TOSCANA"
226	"FIUME FARFA PRES DE FARFA (RIETI)"	"FARFAFIU"	42,22125	12,71831	0,100	"Nearest locality"			"ITALY"		"FARFA"	"LATIUM"
227	"POZZI A MACERATA. VIA ACQUAVIVA. VIA SANTA"	"CKMAP188"	43,29744	13,45932	0,100	"Nearest locality"			"ITALY"		"MACERATA"	"MARCHE"
228	"POZZI A MARINA DI ALTIDONA. VALDASO"	"CKMAP189"	43,12177	13,83252	0,100	"Nearest locality"			"ITALY"		"ALTIDONA"	"MARCHE"
229	"POZZI A PORTO S. ELPIDIO. VIA GABBIE"	"CKMAP190"	43,3005	13,70582	0,100	"Nearest locality"			"ITALY"		"PORTO SANT ELPIDIO"	"MARCHE"
230	"UN POZZO D ACQUA DOLCE PEDASO (ASCOLI PICENO MARCHE)"	"CKMAP195"	43,12177	13,83252	0,100	"Nearest locality"			"ITALY"		"PEDASO"	"MARCHE"
231	"POZZO A VALDASO"	"CKMAP234"	43,03042	13,71151	0,100	"Nearest locality"			"ITALY"		"MONTEFIORE DELL ASO"	"MARCHE"
232	"UN POZZO D ACQUA DOLCE PEDASO (ASCOLI PICENO MARCHE)"	"CKMAP195"	43,12177	13,83252	0,100	"Nearest locality"			"ITALY"		"PEDASO"	"MARCHE"
233	"RIO GUADALIMAR COTILLAS"	"COTILLAS"	38,43313	-2,52911	0,001	"Georeferenced at site location"	746	746	"SPAIN"		"VILLAVERDE DE GUADALIMAR"	"ALBACETE"
234	"RIO GUADALQUIVIR JESUS IZNATORAF"	"JESUS"	38,13233	-2,96932	0,001	"Georeferenced at site location"	468	468	"SPAIN"		"IZNATORAF"	"JAEN"
235	"RIO GUADALIMAR COTILLAS"	"COTILLAS"	38,43313	-2,52911	0,001	"Georeferenced at site location"	746	746	"SPAIN"		"VILLAVERDE DE GUADALIMAR"	"ALBACETE"
236	"RIO AQUAMALAS PONTONES"	"AQUALA"	38,06	-2,82	0,001	"Georeferenced at site location"	793	793	"SPAIN"		"PONTONES"	"JAEN"
237	"FUENTE DEL BAILLO"	"BAILLOFO"	37,77359	-3,02508	0,001	"Georeferenced at site location"	930	930	"SPAIN"		"TISCAR"	"JAEN"
238	"RIO GUADALIMAR COTILLAS"	"COTILLAS"	38,43313	-2,52911	0,001	"Georeferenced at site location"	746	746	"SPAIN"		"VILLAVERDE DE GUADALIMAR"	"ALBACETE"
239	"RIO GUADALBULL0N"	"GUADALBU"	37,60622	-3,60056	0,001	"Georeferenced at site location"	830	830	"SPAIN"		"CARCHELEJO"	"JAEN"
240	"RIO GUADALQUIVIR COTO R├ìOS"	"GUADALQ1"	38,06278	-2,83025	0,001	"Georeferenced at site location"	651	651	"SPAIN"		"COTO R├ìOS"	"JAEN"
241	"RIO GUADALQUIVIR TRANCO"	"GUADALQ2"	38,18311	-2,90021	0,001	"Georeferenced at site location"	511	511	"SPAIN"		"TRANCO"	"JAEN"
242	"RIO GUADALQUIVIR CAZORLA"	"GUADALQ3"	37,90156	-2,93867	0,001	"Georeferenced at site location"	1000	1000	"SPAIN"		"CAZORLA"	"JAEN"
243	"RIO GUADALQUIVIR MOGON"	"MOGON"	38,07001	-3,03709	0,001	"Georeferenced at site location"	441	441	"SPAIN"		"MOGON"	"JAEN"
244	"BARRIO SAN PEDRO LOPE"	"PEDROLOP"	38,06289	-3,04684	0,010	"Nearest locality"	450	450	"SPAIN"		"MOG0N"	"JAEN"
245	"FUENTE DEL PERAL SORBAS"	"PERAL"	37,0792	-2,1008	0,001	"Georeferenced at site location"	417	417	"SPAIN"		"SORBAS"	"ALMERIA"
246	"FUENTE DEL PERAL SORBAS"	"PERAL"	37,0792	-2,1008	0,001	"Georeferenced at site location"	417	417	"SPAIN"		"SORBAS"	"ALMERIA"
247	"CUEVA LOS APAS"	"LOSAPASC"	37,0967	-2,12438	0,100	"Nearest locality"			"SPAIN"		"SORBAS"	"ALMERIA"
248	"RIO DE AGUAS"	"AGUASRIO"	37,08828	-2,07218	0,010	"Nearest locality"	350	350	"SPAIN"		"MIRADOR URRA"	"ALMERIA"
249	"WELL AT EL BADIL"	"ELDADILW"	37,34869	-2,14879	0,001	"Georeferenced at site location"	440	440	"SPAIN"		"CANTORIA"	"ALMERIA"
250	"WELL LA NORIA"	"NORIAWEL"	37,12406	-2,00836	0,001	"Georeferenced at site location"	150	150	"SPAIN"		"LOS GILES"	"ALMERIA"
251	"FUENTE DEL PERAL SORBAS"	"PERAL"	37,0792	-2,1008	0,001	"Georeferenced at site location"	417	417	"SPAIN"		"SORBAS"	"ALMERIA"
252	"WELL SW OF THE VIADUCT IN THE ROAD 340 AT SORBAS"	"SORBASWE"	37,09431	-2,12239	0,001	"Georeferenced at site location"	350	350	"SPAIN"		"SORBAS"	"ALMERIA"
253	"WELL E OF THE ROAD TO LUCAR"	"TIJOLAWE"	37,36035	-2,44	0,001	"Georeferenced at site location"	680	680	"SPAIN"		"TIJOLA"	"ALMERIA"
254	"HYPORHEIC ZONE OF CARDONA RIVER AT CARDONA"	"CARDONA"	41,88831	1,71697	0,001	"Georeferenced at site location"	341	341	"SPAIN"		"CARDONA"	"BARCELONA"
255	"RIO AIGUADORA CARDONER"	"AIGUADOR"	41,92768	1,66427	1,000	"Nearest locality"			"SPAIN"		"CARDONA"	"BARCELONA"
256	"RIO MUGA ALBANYA"	"ALBANYA"	42,30525	2,72037	0,001	"Georeferenced at site location"	235	235	"SPAIN"		"ALBANYA"	"GIRONA"
257	"RIO BURRO (BASSIN DU RIO FLUVIA)"	"BURRORI1"	42,19504	2,69622	1,000	"Nearest locality"			"SPAIN"		"BESALU"	"GIRONA"
258	"RIO BURRO (BASSIN DU RIO FLUVIA)"	"BURRORI2"	42,19504	2,69622	1,000	"Nearest locality"			"SPAIN"		"BESALU"	"GIRONA"
259	"RIO CARDONA BASSIN DU RIO LLOBREGAT"	"CARDONA1"	41,9201	1,68245	0,100	"Nearest locality"			"SPAIN"		"CARDONA"	"BARCELONA"
260	"RIO CARDONA PRES DE SOLSONA"	"CARDONA2"	41,9974	1,51555	0,100	"Nearest locality"			"SPAIN"		"SOLSONA"	"LERIDA"
261	"RIO CARDONER LLOBREGAT"	"CARDONER"	41,6797	1,8529	1,000	"Nearest locality"			"SPAIN"		"CASTELLGAL├ì"	"BARCELONA"
262	"CAPTATED SPRING NORTH EAST OF THE ARKADI MONASTERY"	"ARKADICA"	35,324269	24,647103	0,001	"Georeferenced at site location"	403	403	"GREECE"		"ARKADI"	"CRETE"
263	"ISOLA DI CRETA SORGENTE DI MONI ARKADIOU"	"ARKADIOU"	35,324	24,648252	0,001	"Georeferenced at site location"	419	419	"GREECE"		"ARKADI"	"CRETE"
264	"CUEVA DE LA NACIDERO DE ZARPIA. SAME AS CODE ZARPIARCA"	"ZARPIAGR"	42,79265	-2,31618	0,001	"Georeferenced at site location"	879	879	"SPAIN"		"SALVATIERRA"	"ALAVA"
265	"CUEVA DE NACIDERO DE ZARPIA"	"ZARPIACA"	42,79151	-2,31658	0,001	"Georeferenced at site location"	900	900	"SPAIN"		"LARRAONA"	"NAVARRA"
266	"EL VENTORRO"	"VENTORRO"	42,86447	-2,31945	0,001	"Georeferenced at site location"	595	595	"SPAIN"		"EGUILAZ EGILATZ"	"ALAVA"
267	"RUISSEAU DE LA TABOURNIE LA FOURESTOLE"	"FOUSTER"	43,91028	2,222778	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"CAMBON"	"TARN"
268	"LEZERT PONT DE LA LAUZIE"	"LAUZIE"	43,90972	2,233889	0,001	"Georeferenced at site location"	217	217	"FRANCE"		"CAMBON"	"TARN"
269	"LEZERT PONT DE LA LAUZIE"	"LAUZIE"	43,90972	2,233889	0,001	"Georeferenced at site location"	217	217	"FRANCE"		"CAMBON"	"TARN"
270	"LEZERT PONT DE LA LAUZIE"	"LAUZIE"	43,90972	2,233889	0,001	"Georeferenced at site location"	217	217	"FRANCE"		"CAMBON"	"TARN"
271	"SOURCE DRAIN DE RAYSSAGUET CAMBON"	"RAYSSAGU"	43,91028	2,222778	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"CAMBON"	"TARN"
272	"RUISSEAU DE CAUSSELS"	"CAUSSELS"	43,93198	2,15147	0,010	"Nearest locality"			"FRANCE"		"ALBI"	"TARN"
273	"SOURCE DE MALSANG"	"MALSANGS"	43,92495	2,14626	0,100	"Nearest locality"			"FRANCE"		"ALBI"	"TARN"
274	"SBR RUISSEAU DU LEZERT. PONT DE LA LAUZIE"	"LEZERTLA"	43,91158	2,22341	0,100	"Nearest locality"			"FRANCE"		"CAMBON"	"TARN"
275	"SBR TARN. LA MAURINIE"	"MAURINIE"	43,92691	2,28557	0,100	"Nearest locality"			"FRANCE"		"MARSAL"	"TARN"
276	"PUITS DE MAZICOU"	"MAZICOUW"	43,92495	2,14626	0,100	"Nearest locality"			"FRANCE"		"ALBI"	"TARN"
277	"SOURCE DRAIN DE RAYSSAGUET CAMBON"	"RAYSSAGU"	43,91028	2,222778	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"CAMBON"	"TARN"
278	"PUITS VAYSSE. CAMPBLANC"	"VAYSSEWE"	43,9124	2,21267	0,100	"Nearest locality"			"FRANCE"		"CAMBON"	"TARN"
279	"SOURCE DRAIN DE RAYSSAGUET CAMBON"	"RAYSSAGU"	43,91028	2,222778	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"CAMBON"	"TARN"
280	"SOURCE DE LA MOULINE DU GO"	"MOULINGO"	43,9268	2,14887	0,100	"Nearest locality"			"FRANCE"		"ALBI"	"TARN"
281	"EPIRUS, IGOUMENITZA, ALONG THE ARAXTOS RIVER"	"ARAXTOSR"	39,4921	20,2838	0,100	"Nearest locality"			"GREECE"		"IGOUMENITZA"	"EPIRUS"
282	"PUITS D EAU DOUCE AUTOUR DE GLIKORIZO. ARTA (AMBRACIE EPIRE) A 2 KM DU LITTORAL DU GOLFE"	"GLIKORIZ"	39,13613	20,99598	0,100	"Nearest locality"			"GREECE"		"GLIKORIZO"	"EPIRE"
283	"PUITS D EAU DOUCE AUTOUR DE GLIKORIZO. ARTA (AMBRACIE EPIRE) A 2 KM DU LITTORAL DU GOLFE"	"GLIKORIZ"	39,13613	20,99598	0,100	"Nearest locality"			"GREECE"		"GLIKORIZO"	"EPIRE"
284	"PUITS D EAU DOUCE AUTOUR DE GLIKORIZO. ARTA (AMBRACIE EPIRE) A 2 KM DU LITTORAL DU GOLFE"	"GLIKORIZ"	39,13613	20,99598	0,100	"Nearest locality"			"GREECE"		"GLIKORIZO"	"EPIRE"
285	"EPIRUS, IGOUMENITZA, MAIN ROAD ARTA-KOMMENON"	"IGOUMENI"	39,114	21,0215	1,000	"Nearest locality"			"GREECE"		"ARTA"	"EPIRUS"
286	"LOCG11GR EPIRUS, MAIN ROAD ARTA KOMMENON, ALONG THE ARACHTOS RIVER (10M ASL) FRESHWATER WELL"	"LOCG11GR"	39,04727	21,0317	1,000	"Nearest locality"	10	10	"GREECE"		"KOMMENO"	"EPIRUS"
287	"LOG14G18 EPIRUS, GLIKORIZO, ARTA"	"LOG14G18"	39,1558	20,9801	1,000	"Nearest locality"	10	10	"GREECE"		"ARTA"	"EPIRUS"
288	"POZZO ALLA STAZIONE FERROVIARIA DI SASSA"	"CKMAP242"	42,39376	13,23863	0,100	"Nearest locality"			"ITALY"		"SASSA"	"ABRUZZO"
289	"POZZO ARTIFICIALE"	"CKMAP243"	42,39376	13,23863	0,100	"Nearest locality"			"ITALY"		"SASSA"	"ABRUZZO"
290	"TENUTA DI CASTELPORZIANO FONTANILE DEL MALPASSO F4"	"MALPASSO"	41,765623	12,430644	0,001	"Georeferenced at site location"	23	23	"ITALY"		"ROMA"	"ROMA"
291	"POZZO ALLA STAZIONE FERROVIARIA DI SASSA"	"CKMAP242"	42,39376	13,23863	0,100	"Nearest locality"			"ITALY"		"SASSA"	"ABRUZZO"
292	"SOURCE DE LJUTA A LA SORTIE DU VILLAGE DE LJUTA"	"LJUTASPR"	42,5401	18,38041	0,001	"Georeferenced at site location"	118	118	"CROATIA"		"LJUTA"	"DUBROVNIK"
293	"SOURCE BREGAVE DE LA RIVIERE BREGAVE AU LIEU DIT DO"	"BREGAVE"	43,07196	18,03724	0,001	"Georeferenced at site location"	136	136	"BOSNIA AND HERZEGOVINA"		"DO"	"STOLAC"
294	"TUNEL ORLOVAC 1"	"ORLOVAC"	43,67218	16,77431	0,001	"Georeferenced at site location"	318	318	"CROATIA"		"RUDA"	"OTOK"
295	"SOURCE CAPTEE DE LJUTA A PLAT"	"PLATSPRI"	42,60002	18,23116	0,001	"Georeferenced at site location"	8	8	"CROATIA"		"PLAT"	"DUBROVNIK"
296	"SOURCE DE DOBROPOLSKA VRELA SUR LE DOBRO POLJE"	"DOBRO"	42,63023	19,03318	0,001	"Georeferenced at site location"	45	45	"MONTENEGRO"		"ZAGORAK"	"DANILOVGRAD"
